Title,PublicationDate,Subjects,SourceURL,SourceDate
98,"The racial logic of politics : Asian Americans and party 
competition / Thomas P. Kim.",2007.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
99,"Accent on privilege : English identities and anglophilia in the U.S. / 
Katharine W. Jones.",2001.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
100,"The racial middle : Latinos and Asian Americans living beyond the 
racial divide / Eileen O'Brien.",c2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
101,"Racial justice in America : a reference handbook / David B. 
Mustard.",c2003.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
102,"Black bodies, white gazes : the continuing significance of race in 
America / George Yancy.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
103,"White rage : the unspoken truth of our racial divide / Carol 
Anderson.",2016.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
104,"Racial innocence : performing American childhood from slavery to 
civil rights / Robin Bernstein.",c2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
105,"The American non-dilemma : racial inequality without racism / 
Nancy DiTomaso.",[2013],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
106,"I am a man! : race, manhood, and the civil rights movement / Steve 
Estes.",c2005.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
107,"Stamped from the beginning : the definitive history of racist ideas 
in America / Ibram X. Kendi.",[2016],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
108,"Black is a country : race and the unfinished struggle for democracy 
/ Nikhil Pal Singh.",2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
109,"Jim Crow's legacy : the lasting impact of segregation / Ruth 
Thompson-Miller, Joe R. Feagin, and Leslie H. Picca.",[2015],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
110,"The racial glass ceiling : subordination in American law and 
culture / Roy L. Brooks.",©2017.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
111,"Racial stasis : the millennial generation and the stagnation of racial 
attitudes in American politics / Christopher D. DeSante and Candis 
Watts Smith.",2020.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
112,"Tears we cannot stop : a sermon to white America / Michael Eric 
Dyson.",2017.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
113,"Everything but the burden : what white people are taking from 
Black culture / edited by Greg Tate.",2003.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
114,"Racist America : roots, current realities, and future reparations / by 
Joe R. Feagin.",2014.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
115,"White racism : the basics / Joe R. Feagin, Hernán Vera.",1995.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
116,"The fire this time : a new generation speaks about race / edited by 
Jesmyn Ward.",2016.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
117,"Democracy in Black : How Race Still Enslaves the American Soul 
/ Eddie S. Glaude, Jr.",[2016],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
118,"Two nations : black and white, separate, hostile, unequal / Andrew 
Hacker.",c1992.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
119,"Dog whistle politics : how coded racial appeals have reinvented 
racism and wrecked the middle class / Ian Haney López.",[2014],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
120,"What can you say? : America's national conversation on race / John 
Hartigan Jr.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
121,"The harvest of American racism : the political meaning of violence 
in the summer of 1967 / edited by Robert Shellow ; with a 
foreword by Michael C. Dawson.",[2018],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
122,"The making of Black lives matter : a brief history of an idea / 
Christopher J. Lebron.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
123,How racism takes place / George Lipsitz.,2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
124,"Blackness visible : essays on philosophy and race / Charles W. 
Mills.",1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
125,Afro-Orientalism / Bill V. Mullen.,c2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
126,Race traitor / edited by Noel Ignatiev and John Garvey.,1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
127,"Conservatism and racism, and why in America they are the same / 
Robert C. Smith.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
128,"America's original sin : racism, white privilege, and the bridge to a 
new America / Jim Wallis.",2017.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
129,"When race becomes real : black and white writers confront their 
personal histories / edited by Bernestine Singley ; epilogue by 
Derrick Bell.",c2002.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
130,"Enough : the phony leaders, dead-end movements, and culture of 
failure that are undermining Black America-- and what we can do 
about it / Juan Williams.",c2006.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
131,"Winning while losing : civil rights, the conservative movement, and 
the presidency from Nixon to Obama / edited by Kenneth Osgood 
and Derrick E. White.",c2014.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
132,"Colorblind : the rise of post-racial politics and the retreat from 
racial equity / Tim Wise.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
133,"White like me : reflections on race from a privileged son / Tim 
Wise.",c2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
134,"Color matters : skin tone bias and the myth of a post-racial 
America / edited by Kimberly Jade Norwood.",2014.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
135,"Nigger : The strange career of a troublesome word / Randall 
Kennedy.",c2002.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
136,"The agony of masculinity : race, gender, and education in the age 
of ""new"" racism and patriarchy / Pierre W. Orelus.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
137,"Critical rhetorics of race / edited by Michael G. Lacy and Kent A. 
Ono.",c2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
138,"The hidden rules of race : barriers to an inclusive economy / 
Andrea Flynn, Susan R. Holmberg, Dorian T. Warren, Felicia J. 
Wong.",2017.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
139,"How capitalism underdeveloped Black America : problems in race, 
political economy, and society / Manning Marable (1950-2011) ; 
foreword by Leith Mullings.",2015.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
140,"The sum of us : what racism costs everyone and how we can 
prosper together / Heather McGhee.",[2021],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
141,Have Black lives ever mattered? / Mumia Abu-Jamal.,[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
142,"Black scholars on the line : race, social science, and American 
thought in the twentieth century / edited by Jonathan Scott 
Holloway and Ben Keppel.",c2007.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
143,"Through our eyes : African American men's experiences of race, 
gender, and violence / Gail Garfield.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
144,"Shadowboxing : representations of black feminist politics / James 
Joy.",2002.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
145,"They can't kill us all : Ferguson, Baltimore, and a new era in 
America's racial justice movement / Wesley Lowery.",2016.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
146,"Race still matters : the reality of African American lives and the 
myth of postracial society / edited by Yuya Kiuchi.",[2016],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
147,"The truth that never hurts : writings on race, gender, and freedom / 
Barbara Smith.",c1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
148,"From #BlackLivesMatter to Black liberation / Keeanga-Yamahtta 
Taylor.",[2016],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
149,Long overdue : the politics of racial reparations / Charles P. Henry.,c2007.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
150,"A respectable woman : the public roles of African American 
women in 19th-century New York / Jane E. Dabel.",c2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
151,"Talk with you like a woman : African American women, justice, 
and reform in New York, 1890-1935 / Cheryl D. Hicks.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
152,"Being brown in Dixie : race, ethnicity, and Latino immigration in 
the new South / edited by Cameron D. Lippard, Charles A. 
Gallagher.",2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
153,"Conjuring crisis : racism and civil rights in a southern military city 
/ George Baca.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
154,"The good immigrants : how the yellow peril became the model 
minority / Madeline Y. Hsu.",[2015],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
155,"Faces of environmental racism : confronting issues of global justice 
/ edited by Laura Westra and Peter S. Wenz ; foreword by Eugene 
Hargrove.",c1995.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
156,"Shades of difference : why skin color matters / edited by Evelyn 
Nakano Glenn.",c2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
157,Kinship and gender : an introduction / Linda Stone.,1997.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
158,"Muslim diaspora : gender, culture and identity / edited by Haideh 
Moghissi.",2006.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
159,"Men's college athletics and the politics of racial equality : five 
pioneer stories of Black manliness, White citizenship, and 
American democracy / Gregory J. Kaliss.",2012.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
160,"Pay to play : race and the perils of the college sports industrial 
complex / Lori Latrice Martin, PhD, Kenneth J. Fasching-Varner, 
PhD, and Nicholas D. Hartlep, PhD.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
161,Sportsex / Toby Miller.,2001.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
162,"Commodified and criminalized : new racism and African 
Americans in contemporary sports / edited by David J. Leonard 
and C. Richard King.",c2011.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
163,"The new plantation : Black athletes, college sports, and 
predominantly White NCAA institutions / Billy Hawkins.",2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
164,"Playing while White : privilege and power on and off the field / 
David J. Leonard.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
165,"Beyond the white shadow : philosophy, sports, and the African 
American experience / John H. McClendon III, Stephen C. 
Ferguson II.",c2012.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
166,"Taliaferro : breaking barriers from the NFL draft to the ivory tower 
/ Dawn Knight.",c2007.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
167,"Jack Johnson, rebel sojourner : boxing in the shadow of the global 
color line / Theresa Runstedtler.",c2012.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
168,"Histories of racial capitalism / edited by Destin Jenkins and Justin 
Leroy.",[2021],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
169,"Leadership in a diverse and multicultural environment : developing 
awareness, knowledge, and skills / Mary L. Connerley, Paul B. 
Pedersen.",c2005.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
170,"Managing cultural differences : effective strategy and execution 
across cultures in global corporate alliances / Piero Morosini.",c1999.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
171,"Just work : get sh*t done, fast & fair / Kim Scott.",2021.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
172,Inventing equal opportunity / Frank Dobbin.,c2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
173,Racial competition and class solidarity / Terry Boswell ... [et al.],c2006.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
174,"Hate thy neighbor : move-in violence and the persistence of racial 
segregation in American housing / Jeannine Bell.",[2013],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
175,"Racing for innocence : whiteness, gender, and the backlash against 
affirmative action / Jennifer L. Pierce.",[2012],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
176,"Getting to diversity : what works and what doesn't / Frank Dobbin, 
Alexandra Kalev.",2022.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
177,"The diversity scorecard : evaluating the impact of diversity on 
organizational performance / Edward E. Hubbard.",c2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
178,"Corporate tribalism : white men/white women and cultural 
diversity at work / Thomas Kochman and Jean Mavrelis.",2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
179,Implementing diversity / Marilyn Loden.,c1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
180,"The difference : how the power of diversity creates better groups, 
firms, schools, and societies / Scott E. Page.",c2007.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
181,"The Rowman & Littlefield handbook on workplace diversity and 
stratification / edited by Tsedale M. Melaku, Angie Beeman, and 
Christoph Winkler.",[2023],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
182,"Generations at work : managing the clash of veterans, boomers, 
xers, and nexters in your workplace / Ron Zemke, Claire Raines, 
Bob Filipczak.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
183,"Visible identities : race, gender, and the self / Linda Martín Alcoff.",c2006.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
184,"Pursuing Trayvon Martin : historical contexts and contemporary 
manifestations of racial dynamics / edited by George Yancy and 
Janine Jones.",c2013.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
185,"After multiculturalism : the politics of race and the dialectics of 
liberty / John F. Welsh.",c2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
186,"The Psychology of sexual orientation, behavior, and identity : a 
handbook / edited by Louis Diamant and Richard D. McAnulty.",1995.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
187,"American sexual character : sex, gender, and national identity in 
the Kinsey reports / Miriam G. Reumann.",c2005.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
188,"Gender : a graphic guide / Meg-John Barker, Jules Scheele.",2019.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
189,"Nonbinary gender identities : history, culture, resources / Charlie 
McNabb.",[2018],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
190,Gay Berlin : birthplace of a modern identity / Robert Beachy.,2014.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
