Title,PublicationDate,Subjects,SourceURL,SourceDate
286,"Censoring racial ridicule : Irish, Jewish, and African American 
struggles over race and representation, 1890-1930 / M. Alison 
Kibler.",[2015],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
287,"Gender, participation and silence in the language classroom : sh-
shushing the girls / Allyson Julé.",2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
288,"Gendered media : women, men, and identity politics / Karen Ross.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
289,"Raciolinguistics : how language shapes our ideas about race / 
edited by H. Samy Alim, John R. Rickford and Arnetha F. Ball.",[2016],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
290,"Masculinities without men? : female masculinity in twentieth-
century fictions / Jean Bobby Noble.",c2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
291,"Deciphering culture : ordinary curiosities and subjective narratives 
/ Jane Crisp, Kay Ferres, and Gillian Swanson.",2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
292,"Notions of identity, diaspora, and gender in Caribbean women's 
writing / Brinda Mehta.",2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
293,"Was the Cat in the Hat black? : the hidden racism of children's 
literature, and the need for diverse books / Philip Nel.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
294,"Pretty/funny : women comedians and body politics / by Linda 
Mizejewski.",2014.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
295,"The birth of whiteness : race and the emergence of U.S. cinema / 
edited by Daniel Bernardi.",c1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
296,"Colorization : one hundred years of Black films in a white world / 
Wil Haygood.",2021.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
297,"The South never plays itself : a film buff's journey through the 
South on screen / Ben Beard.",[2020],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
298,Blackface / Ayanna Thompson.,2021.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
299,"Haunted city : three centuries of racial impersonation in 
Philadelphia / Christian DuComb.",[2017],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
300,The high desert / James Spooner.,[2022],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
301,"Gender transgressions : crossing the normative barrier in Old 
French literature / edited by Karen J. Taylor.",1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
302,"Gender, rhetoric, and print culture in French Renaissance writing / 
Floyd Gray.",2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
303,"Gender and citizenship : the dialectics of subject-citizenship in 
nineteenth-century French literature and culture / Claudia 
Moscovici.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
304,"Fairy tales, sexuality, and gender in France, 1690-1715 : nostalgic 
utopias / Lewis C. Seifert.",1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
305,"Subversive subjects : reading Marguerite Yourcenar / edited by 
Judith Holland Sarnecki and Ingeborg Majer O'Sickey.",c2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
306,L'enfant de sable : roman / Tahar Ben Jelloun.,"1995, c1985.",https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
307,"Cigar smoke and violet water : gendered discourse in the stories of 
Emilia Pardo Bazán / Joyce Tolliver.",c1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
308,"Gender and identity formation in contemporary Mexican literature / 
Marina Pérez de Mendiola.",1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
309,Post-closet masculinities in early modern England / A.W. Barnes.,c2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
310,"Reading sex in the eighteenth century : bodies and gender in 
English erotic culture / Karen Harvey.",2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
311,"Romantic friendship in Victorian literature / Carolyn W. de la L. 
Oulton.",c2007.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
312,"Men in wonderland : the lost girlhood of the Victorian gentlemen / 
Catherine Robson.",c2001.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
313,"Dandies and desert saints : styles of Victorian masculinity/ James 
Eli Adams.",1995.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
314,"Gender roles and sexuality in Victorian literature / edited by 
Christopher Parker.",1995.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
315,"Passion made public : Elizabethan lyric, gender, and performance / 
Diana E. Henderson.",c1995.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
316,Gender and medieval drama / Katie Normington.,2004.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
317,"Enacting gender on the English Renaissance stage / edited by 
Viviana Comensoli & Anne Russell.",c1999.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
318,"Gender and literacy on stage in early modern England / Eve 
Rachele Sanders.",1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
319,"Broken boundaries : women & feminism in Restoration drama / 
Katherine M. Quinsey, editor.",c1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
320,"Schools of sympathy : gender and identification through the novel / 
Nancy Roberts.",c1997.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
321,"Gothic feminism : the professionalization of gender from Charlotte 
Smith to the Brontës / Diane Long Hoeveler.",c1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
322,"Regulating readers : gender and literary criticism in the eighteenth-
century novel / Ellen Gardiner.",c1999.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
323,"The trauma of gender : a feminist theory of the English novel / 
Helene Moglen.",c2001.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
324,"Bringing travel home to England : tourism, gender, and imaginative 
literature in the eighteenth century / Susan Lamb.",c2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
325,The modern androgyne imagination : a failed sublime / Lisa Rado.,2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
326,"Other sexes : rewriting difference from Woolf to Winterson / 
Andrea L. Harris.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
327,"Regenerating the novel : gender and genre in Woolf, Forster, 
Sinclair, and Lawrence / James J. Miracky.",2003.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
328,"Impressionist subjects : gender, interiority, and modernist fiction in 
England / Tamar Katz.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
329,"Chaucer's Pardoner and gender theory : bodies of discourse / 
Robert S. Sturges.",2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
330,Gender and language in Chaucer / Catherine S. Cox.,c1997.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
331,"Gender and the sacred self in John Donne / Elizabeth M.A. 
Hodgson.",c1999.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
332,"Male pretense : a gender study of Sir Philip Sidney's life and texts / 
Katrina Bachinger.",c1994.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
333,"Orienting masculinity, orienting nation : W. Somerset Maugham's 
exotic fiction / Philip Holden.",1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
334,"Gendering the nation : studies in modern Scottish literature / edited 
by Christopher Whyte.",c1995.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
335,Horse / Geraldine Brooks.,[2022],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
336,"The queer renaissance : contemporary American literature and the 
reinvention of lesbian and gay identities / Robert McRuer.",c1997.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
337,"Writing through Jane Crow : race and gender politics in African 
American literature / Ayesha K. Hardison.",2014.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
338,"The grammar of good intentions : race and the antebellum culture 
of benevolence / Susan M. Ryan.",2003.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
339,"I don't hate the South : reflections on Faulkner, family, and the 
South / Houston A. Baker, Jr.",2007.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
340,"Haunted bodies : gender and southern texts / edited by Anne 
Goodwyn Jones and Susan V. Donaldson.",1997.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
341,"Writing/teaching : essays toward a rhetoric of pedagogy / Paul 
Kameen.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
342,"Fettered genius : the African American bardic poet from slavery to 
civil rights / Keith D. Leonard.",2006.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
343,"Inventing black women : African American women poets and self-
representation, 1877-2000 / Ajuan Maria Mance.",c2007.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
344,"Reading race : white American poets and the racial discourse in the 
twentieth century / Aldon Lynn Nielsen.",c1988.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
345,"A question of character : scientific racism and the genres of 
American fiction, 1892-1912 / Cathy Boeckmann.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
346,"Male rage, female fury : gender and violence in contemporary 
American fiction / Marilyn Maxwell.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
347,"Questioning the master : gender and sexuality in Henry James's 
writings / edited by Peggy McCormack.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
348,Henry James and sexuality / Hugh Stevens.,1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
349,Sarah Orne Jewett : reconstructing gender / Margaret Roman.,c1992.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
350,"Dazzling dialectics : Elizabeth Bishop's resonating feminist reality / 
Sally Bishop Shigley.",c1997.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
351,"Deviant modernism : sexual and textual errancy in T.S. Eliot, 
James Joyce, and Marcel Proust / Colleen Lamos.",1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
352,"Faulkner's sexualities : Faulkner and Yoknapatawpha, 2007 / edited 
by Annette Trefzer and Ann J. Abadie.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
353,"Hemingway's fetishism : psychoanalysis and the mirror of 
manhood / Carl P. Eby.",c1999.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
354,"Hemingway's genders : rereading the Hemingway text / Nancy R. 
Comley and Robert Scholes.",c1994.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
355,"Anaïs Nin and the remaking of self : gender, modernism, and 
narrative identity / Diane Richard-Allerdyce.",1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
356,Richard Wright and racial discourse / Yoshinobu Hakutani.,c1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
357,"I know why the caged bird sings, by Maya Angelou / editor, 
Mildred R. Mickle.",c2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
358,Good boy : my life in seven dogs / Jennifer Finney Boylan.,2021.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
359,Every day / David Levithan.,2013.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
360,"Everybody's America : Thomas Pynchon, race, and the cultures of 
postmodernism / David Witzling.",2008.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
361,"Anne Rice and sexual politics : the early novels / by James R. 
Keller ; with conclusion by James R. Keller and Gwendolyn 
Morgan.",c2000.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
362,A psalm for the wild-built / Becky Chambers.,2021.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
363,Body language / by Kelly Magee.,c2006.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
364,Summer fun / Jeanne Thornton.,[2021],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
365,"Brain storm : the flaws in the science of sex differences / Rebecca 
M. Jordan-Young.",2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
366,"Man & woman, boy & girl : gender identity from conception to 
maturity / John Money, Anke A. Ehrhardt.",1996.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
367,"The autobiography of a transgender scientist / Ben Barres ; 
foreword by Nancy Hopkins.",2020.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
368,"Designing and conducting gender, sex, & health research / editors, 
John L. Oliffe, Lorraine Greaves.",c2012.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
369,"Purity and pollution : gender, embodiment, and Victorian medicine 
/ Alison Bashford.",1998.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
370,"Dying of whiteness : how the politics of racial resentment is killing 
America's heartland / Jonathan M. Metzl.",[2019],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
371,"Dying of whiteness : how the politics of racial resentment is killing 
America's heartland / Jonathan M. Metzl.",[2019],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
372,"Dying of whiteness : how the politics of racial resentment is killing 
America's heartland / Jonathan M. Metzl.",2020.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
373,"The psychobiology of transsexualism and transgenderism : a new 
view based on scientific evidence / Thomas E. Bevan, PhD.",[2015],https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
374,"As nature made him : the boy who was raised as a girl / John 
Colapinto.","2006, c2001.",https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
375,"Between XX and XY : intersexuality and the myth of two sexes / 
Gerald N. Callahan.",c2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
376,Bodies in doubt : an American history of intersex / Elizabeth Reis.,2009.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
377,"Race, ethnicity, and disability : veterans and benefits in post-Civil 
War America / Larry M. Logue, Peter Blanck.",2010.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
378,"Managing diversity in the military : research perspectives from the 
Defense Equal Opportunity Management Institute / Mickey R. 
Dansby, James B. Stewart, Schuyler C. Webb, editors.",c2001.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
379,"Managing diversity in the military : the value of inclusion in a 
culture of uniformity / edited by Daniel P. McDonald and Kizzy M. 
Parks.",2012.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
380,"Diversity, equity, and inclusion in action : planning, leadership, and 
programming / edited by Christine Bombaro.",2020.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
381,"Implementing excellence in diversity, equity, and inclusion : a 
handbook for academic libraries / edited by Corliss Lee and Brian 
Lym ; with Tatiana Bryant, Jonathan Cain, and Kenneth 
Schlesinger.",2022.,https://media.defense.gov/2025/Apr/04/2003683009/-1/-1/0/250404-LIST%20OF%20REMOVED%20BOOKS%20FROM%20NIMITZ%20LIBRARY.PDF,2025-04-04
